1,0,1,0,1
2,0,1,0,2
3,0,1,0,3
4,0,1,0,4
5,0,1,0,5
6,0,1,0,6
7,0,1,0,7
8,0,1,0,8
9,0,1,0,9
10,0,1,1,2
11,0,1,1,3
12,0,1,1,4
13,0,1,1,5
14,0,1,1,6
15,0,1,1,7
16,0,1,1,8
17,0,1,1,9
18,0,1,2,3
19,0,1,2,4
20,0,1,2,5
21,0,1,2,6
22,0,1,2,7
23,0,1,2,8
24,0,1,2,9
25,0,1,3,4
26,0,1,3,5
27,0,1,3,6
28,0,1,3,7
29,0,1,3,8
30,0,1,3,9
31,0,1,4,5
32,0,1,4,6
33,0,1,4,7
34,0,1,4,8
35,0,1,4,9
36,0,1,5,6
37,0,1,5,7
38,0,1,5,8
39,0,1,5,9
40,0,1,6,7
41,0,1,6,8
42,0,1,6,9
43,0,1,7,8
44,0,1,7,9
45,0,1,8,9
46,0,2,0,1
47,0,2,0,2
48,0,2,0,3
49,0,2,0,4
50,0,2,0,5
51,0,2,0,6
52,0,2,0,7
53,0,2,0,8
54,0,2,0,9
55,0,2,1,2
56,0,2,1,3
57,0,2,1,4
58,0,2,1,5
59,0,2,1,6
60,0,2,1,7
61,0,2,1,8
62,0,2,1,9
63,0,2,2,3
64,0,2,2,4
65,0,2,2,5
66,0,2,2,6
67,0,2,2,7
68,0,2,2,8
69,0,2,2,9
70,0,2,3,4
71,0,2,3,5
72,0,2,3,6
73,0,2,3,7
74,0,2,3,8
75,0,2,3,9
76,0,2,4,5
77,0,2,4,6
78,0,2,4,7
79,0,2,4,8
80,0,2,4,9
81,0,2,5,6
82,0,2,5,7
83,0,2,5,8
84,0,2,5,9
85,0,2,6,7
86,0,2,6,8
87,0,2,6,9
88,0,2,7,8
89,0,2,7,9
90,0,2,8,9
91,0,3,0,1
92,0,3,0,2
93,0,3,0,3
94,0,3,0,4
95,0,3,0,5
96,0,3,0,6
97,0,3,0,7
98,0,3,0,8
99,0,3,0,9
100,0,3,1,2
101,0,3,1,3
102,0,3,1,4
103,0,3,1,5
104,0,3,1,6
105,0,3,1,7
106,0,3,1,8
107,0,3,1,9
108,0,3,2,3
109,0,3,2,4
110,0,3,2,5
111,0,3,2,6
112,0,3,2,7
113,0,3,2,8
114,0,3,2,9
115,0,3,3,4
116,0,3,3,5
117,0,3,3,6
118,0,3,3,7
119,0,3,3,8
120,0,3,3,9
121,0,3,4,5
122,0,3,4,6
123,0,3,4,7
124,0,3,4,8
125,0,3,4,9
126,0,3,5,6
127,0,3,5,7
128,0,3,5,8
129,0,3,5,9
130,0,3,6,7
131,0,3,6,8
132,0,3,6,9
133,0,3,7,8
134,0,3,7,9
135,0,3,8,9
136,0,4,0,1
137,0,4,0,2
138,0,4,0,3
139,0,4,0,4
140,0,4,0,5
141,0,4,0,6
142,0,4,0,7
143,0,4,0,8
144,0,4,0,9
145,0,4,1,2
146,0,4,1,3
147,0,4,1,4
148,0,4,1,5
149,0,4,1,6
150,0,4,1,7
151,0,4,1,8
152,0,4,1,9
153,0,4,2,3
154,0,4,2,4
155,0,4,2,5
156,0,4,2,6
157,0,4,2,7
158,0,4,2,8
159,0,4,2,9
160,0,4,3,4
161,0,4,3,5
162,0,4,3,6
163,0,4,3,7
164,0,4,3,8
165,0,4,3,9
166,0,4,4,5
167,0,4,4,6
168,0,4,4,7
169,0,4,4,8
170,0,4,4,9
171,0,4,5,6
172,0,4,5,7
173,0,4,5,8
174,0,4,5,9
175,0,4,6,7
176,0,4,6,8
177,0,4,6,9
178,0,4,7,8
179,0,4,7,9
180,0,4,8,9
181,0,5,0,1
182,0,5,0,2
183,0,5,0,3
184,0,5,0,4
185,0,5,0,5
186,0,5,0,6
187,0,5,0,7
188,0,5,0,8
189,0,5,0,9
190,0,5,1,2
191,0,5,1,3
192,0,5,1,4
193,0,5,1,5
194,0,5,1,6
195,0,5,1,7
196,0,5,1,8
197,0,5,1,9
198,0,5,2,3
199,0,5,2,4
200,0,5,2,5
201,0,5,2,6
202,0,5,2,7
203,0,5,2,8
204,0,5,2,9
205,0,5,3,4
206,0,5,3,5
207,0,5,3,6
208,0,5,3,7
209,0,5,3,8
210,0,5,3,9
211,0,5,4,5
212,0,5,4,6
213,0,5,4,7
214,0,5,4,8
215,0,5,4,9
216,0,5,5,6
217,0,5,5,7
218,0,5,5,8
219,0,5,5,9
220,0,5,6,7
221,0,5,6,8
222,0,5,6,9
223,0,5,7,8
224,0,5,7,9
225,0,5,8,9
226,0,6,0,1
227,0,6,0,2
228,0,6,0,3
229,0,6,0,4
230,0,6,0,5
231,0,6,0,6
232,0,6,0,7
233,0,6,0,8
