1,0,1,0,1
2,0,1,0,2
3,0,1,0,3
4,0,1,0,4
5,0,1,0,5
6,0,1,0,6
7,0,1,0,7
8,0,1,1,2
9,0,1,1,3
10,0,1,1,4
11,0,1,1,5
12,0,1,1,6
13,0,1,1,7
14,0,1,2,3
15,0,1,2,4
16,0,1,2,5
17,0,1,2,6
18,0,1,2,7
19,0,1,3,4
20,0,1,3,5
21,0,1,3,6
22,0,1,3,7
23,0,1,4,5
24,0,1,4,6
25,0,1,4,7
26,0,1,5,6
27,0,1,5,7
28,0,1,6,7
29,0,2,0,1
30,0,2,0,2
31,0,2,0,3
32,0,2,0,4
33,0,2,0,5
34,0,2,0,6
35,0,2,0,7
36,0,2,1,2
37,0,2,1,3
38,0,2,1,4
39,0,2,1,5
40,0,2,1,6
41,0,2,1,7
42,0,2,2,3
43,0,2,2,4
44,0,2,2,5
45,0,2,2,6
46,0,2,2,7
47,0,2,3,4
48,0,2,3,5
49,0,2,3,6
50,0,2,3,7
51,0,2,4,5
52,0,2,4,6
53,0,2,4,7
54,0,2,5,6
55,0,2,5,7
56,0,2,6,7
57,0,3,0,1
58,0,3,0,2
59,0,3,0,3
60,0,3,0,4
61,0,3,0,5
62,0,3,0,6
63,0,3,0,7
64,0,3,1,2
65,0,3,1,3
66,0,3,1,4
67,0,3,1,5
68,0,3,1,6
69,0,3,1,7
70,0,3,2,3
71,0,3,2,4
72,0,3,2,5
73,0,3,2,6
74,0,3,2,7
75,0,3,3,4
76,0,3,3,5
77,0,3,3,6
78,0,3,3,7
79,0,3,4,5
80,0,3,4,6
81,0,3,4,7
82,0,3,5,6
83,0,3,5,7
84,0,3,6,7
85,0,4,0,1
86,0,4,0,2
87,0,4,0,3
88,0,4,0,4
89,0,4,0,5
90,0,4,0,6
91,0,4,0,7
92,0,4,1,2
93,0,4,1,3
94,0,4,1,4
95,0,4,1,5
96,0,4,1,6
97,0,4,1,7
98,0,4,2,3
99,0,4,2,4
100,0,4,2,5
101,0,4,2,6
102,0,4,2,7
103,0,4,3,4
104,0,4,3,5
105,0,4,3,6
106,0,4,3,7
107,0,4,4,5
108,0,4,4,6
109,0,4,4,7
110,0,4,5,6
111,0,4,5,7
112,0,4,6,7
113,0,5,0,1
114,0,5,0,2
115,0,5,0,3
116,0,5,0,4
117,0,5,0,5
118,0,5,0,6
119,0,5,0,7
120,0,5,1,2
121,0,5,1,3
122,0,5,1,4
123,0,5,1,5
124,0,5,1,6
125,0,5,1,7
126,0,5,2,3
127,0,5,2,4
128,0,5,2,5
129,0,5,2,6
130,0,5,2,7
131,0,5,3,4
132,0,5,3,5
133,0,5,3,6
134,0,5,3,7
135,0,5,4,5
136,0,5,4,6
137,0,5,4,7
138,0,5,5,6
139,0,5,5,7
140,0,5,6,7
141,0,6,0,1
142,0,6,0,2
143,0,6,0,3
144,0,6,0,4
145,0,6,0,5
146,0,6,0,6
147,0,6,0,7
148,0,6,1,2
149,0,6,1,3
150,0,6,1,4
151,0,6,1,5
152,0,6,1,6
153,0,6,1,7
154,0,6,2,3
155,0,6,2,4
156,0,6,2,5
157,0,6,2,6
158,0,6,2,7
159,0,6,3,4
160,0,6,3,5
161,0,6,3,6
162,0,6,3,7
163,0,6,4,5
164,0,6,4,6
165,0,6,4,7
166,0,6,5,6
167,0,6,5,7
168,0,6,6,7
169,0,7,0,1
170,0,7,0,2
171,0,7,0,3
172,0,7,0,4
173,0,7,0,5
174,0,7,0,6
175,0,7,0,7
176,0,7,1,2
177,0,7,1,3
178,0,7,1,4
179,0,7,1,5
180,0,7,1,6
181,0,7,1,7
182,0,7,2,3
183,0,7,2,4
184,0,7,2,5
185,0,7,2,6
186,0,7,2,7
187,0,7,3,4
188,0,7,3,5
189,0,7,3,6
190,0,7,3,7
191,0,7,4,5
192,0,7,4,6
193,0,7,4,7
194,0,7,5,6
195,0,7,5,7
196,0,7,6,7
197,1,2,0,1
198,1,2,0,2
199,1,2,0,3
200,1,2,0,4
201,1,2,0,5
202,1,2,0,6
203,1,2,0,7
204,1,2,1,2
205,1,2,1,3
206,1,2,1,4
207,1,2,1,5
208,1,2,1,6
209,1,2,1,7
210,1,2,2,3
211,1,2,2,4
212,1,2,2,5
213,1,2,2,6
214,1,2,2,7
215,1,2,3,4
216,1,2,3,5
217,1,2,3,6
218,1,2,3,7
219,1,2,4,5
220,1,2,4,6
221,1,2,4,7
222,1,2,5,6
223,1,2,5,7
224,1,2,6,7
225,1,3,0,1
226,1,3,0,2
227,1,3,0,3
228,1,3,0,4
229,1,3,0,5
230,1,3,0,6
231,1,3,0,7
232,1,3,1,2
233,1,3,1,3
